"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: Bind id=2, bob, pending into INSERT and require two rows. UPDATE that id to booked, SELECT and verify its status, then DELETE it. Query the remaining row and prove alice/booked is unchanged.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Eindeutige neue ID und erlaubte Start-/Zielwerte für INSERT und UPDATE reservieren.

4. DELETE auf diese ID begrenzen und einen unabhängigen Bestandsdatensatz zum Nachweis unveränderter Restdaten vorsehen.","24","SQL Bound Parameters Support INSERT UPDATE SELECT And DELETE","","2026-09-14","passed","2026-09-14","Oracle","Database Examples","",""
"Prerequisites: Start the PostgreSQL Compose service. Suite setup starts the local GUI/API with its own database table; test setup opens a fresh Chromium context and PDF evidence directory. Approved JSON/PDF fixtures are in robot/data/integration.
Steps and expected result: Fill the login, select API Testing, enter Bring a laptop, check terms and submit. Assert visible confirmation and WB-1001; compare HTTP JSON, an independent SQL row and downloaded PDF text with approved expectations. The application writes PostgreSQL and generates the PDF from that stored row.


Kundenvorbereitung (siehe robot/tests/integration/README.md):

1. Browser-, API-, SQL- und PDF-Runtime sowie zusammengehörige Zugänge zur Kunden-Testumgebung bereitstellen.

2. Lokale Workshop-App/Tabellenerzeugung im Fixture ersetzen; Kunden-Locators, API-Pfade und SQL-Schema zuordnen.

3. Gültige Stammdaten für die Erstellung sowie unabhängige JSON-/PDF-Sollbelege vorbereiten.

4. Erzeugte Kunden-ID über alle Kanäle weiterreichen; WB-1001/49.90 und SQL-Sollwerte ersetzen, Konsistenzwartezeit und Cleanup festlegen.","2000","Browser Form HTTP JSON SQL And PDF Verify The Same Record","","2026-09-14","passed","2026-09-14","Workshop Booking","Integration Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Expanded input/select/click steps reveal the mechanics hidden by the higher levels.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Dieselben Kundenkonten, Auswahlwerte, Notizen und Solltexte wie auf den anderen beiden Ebenen bereitstellen.

4. Jeden semantischen Namen auf Kunden-Locators abbilden; die niedrige Ebene führt nur einzelne technische Aktionen aus.","1646","Low Level - Booking Uses Only Individual Technical Actions","UI Examples","2026-09-14","passed","2026-09-14","01 Keyword Levels","UI components","",""
"Prerequisites: The local provider and named HTTP sessions are started by setup; synthetic JSON/XML fixtures and orders.openapi.json are in robot/data/api.
Steps and expected result: POST a product string and assert HTTP 201. Validate both request and response with the same OpenAPI document, attached next to the exchange.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. API-Testumgebung, erreichbare Basis-URL und Konto/Token mit den benötigten Rechten bereitstellen.

2. Demo-Serverstart im Suite-Setup durch Kunden-Session ersetzen; Session-Alias und Kunden-Evidence gemäß robot/tests/api/README.md festlegen.

3. Kunden-OpenAPI und einen vollständig gültigen POST-Body mit allen Pflichtfeldern vorbereiten.

4. Erfolgsstatus laut Vertrag und Cleanup des erzeugten Kundenobjekts festlegen; 201 und Workshop sind Demowerte.","23","OpenAPI Validates The POST JSON Request And 201 Response","","2026-09-14","passed","2026-09-14","02 Openapi Contract","API Examples","",""
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile carol / UI Automation / Carol's questions durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","4599","Browser Form And Text - Carol","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Parallel","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: Query participant and status ordered by id. Require exactly one row with alice and booked; log the actual database alias used.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Einen bekannten Datensatz im Testobjekt bereitstellen und erwartete Anzahl sowie Spaltenwerte festlegen.

4. SELECT, Sortierung und Assertions statt participant/status/alice/booked auf das Kundenschema ausrichten.","327","SQL SELECT Extracts Rows And Checks Column Values","","2026-09-14","passed","2026-09-14","Oracle","Database Examples","",""
"Prerequisites: Enable the json module; inline JSON and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Change an ID and remove a debug field on a returned copy, then assert the expected JSON.


Kundenvorbereitung (siehe robot/tests/json/README.md):

1. JSON-Modul und unabhängig festgelegte Soll-/Ist-Daten des Kunden bereitstellen; Datenpfade/Inline-Werte anpassen.

2. Feldnamen, Datentypen und erlaubte Filter mit der fachlichen Erwartung abgleichen; eigenen Diff-Ausgabepfad wählen.

3. Einen vorhandenen verschachtelten Kundenpfad und einen zu entfernenden Schlüssel wählen.

4. Die erwartete Kopie nach beiden Änderungen unabhängig definieren; user.id und debug sind Demo-Ziele.","2","Runtime Keywords Return A Modified Copy","Module Examples","2026-09-14","passed","2026-09-14","Configured Comparison And Edits","Json","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Configure the synthetic HTTP credentials on a new context and verify the protected local page opens.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Ein Kunden-Testziel mit HTTP Basic Authentication auswählen und gültige Credentials über die Laufzeit beziehen.

4. Eigene Credential-Variablen in der Browser-Kontext-Konfiguration referenzieren; demo/practice ersetzen.","327","HTTP Authentication Uses Explicit Context Credentials","UI Examples","2026-09-14","passed","2026-09-14","05 Contexts And Network Edge Cases","UI components","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: A missing page is reported even when its pixel canvas would be blank.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Zwei PDFs mit gezielt unterschiedlicher Seitenanzahl bereitstellen.

4. Fehlende Originalseite als erwarteten Fehler festlegen, auch wenn deren Bildinhalt vollständig leer ist.","28","Additional Blank Page Fails Visual Comparison","","2026-09-14","passed","2026-09-14","Visual Comparison","PDF Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: Reject the confirmation dialog and verify the booking remains.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Einen kontrollierten Kunden-Testdatensatz und eine Aktion mit JavaScript-Confirm bereitstellen.

4. Abbruch-Erwartung festlegen und frische Seite verwenden, damit kein vorheriger Dialoghandler weiterwirkt.","291","Confirmation Can Be Dismissed To Keep The Booking","UI Examples","2026-09-14","passed","2026-09-14","04 Modern Browser Controls","UI components","",""
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile bob / API Testing / Bob's notebook durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","4805","Browser Form And Text - Bob","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Parallel","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: Use the frame selector to interact with the embedded document instead of the parent page.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Eine Kunden-Seite mit vorhandenem iframe und erreichbarem eingebettetem Formular bereitstellen.

4. Frame-Locator, Feld innerhalb des Frames und Sollausgabe bestimmen; Hauptdokument und Frame auseinanderhalten.","312","Frame Selector Addresses Only The Embedded Form","UI Examples","2026-09-14","passed","2026-09-14","04 Modern Browser Controls","UI components","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Follow the same semantic Continue action across login and booking, and verify both resolved selectors and customer overrides.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Zwei eindeutig erkennbare Kundenseiten mit unterschiedlichen Locators für denselben semantischen Aktionsnamen registrieren.

4. Projekt-Override und sichtbare Folgezustände festlegen; SIGN_IN/CHOOSE_WORKSHOP/UiWorkshop sind Demo-Zuordnungen.","1866","Same Continue Name Resolves To Different Locators On Two Pages","UI Examples","2026-09-14","passed","2026-09-14","02 Automatic Page And Method Resolution","UI components","",""
"Prerequisites: The local provider and named HTTP sessions are started by setup; synthetic JSON/XML fixtures and orders.openapi.json are in robot/data/api.
Steps and expected result: Build a product dictionary, send POST /orders and assert HTTP 201 plus id=43, product=Workshop and status=created in JSON. Attach the interaction and export timing metadata.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. API-Testumgebung, erreichbare Basis-URL und Konto/Token mit den benötigten Rechten bereitstellen.

2. Demo-Serverstart im Suite-Setup durch Kunden-Session ersetzen; Session-Alias und Kunden-Evidence gemäß robot/tests/api/README.md festlegen.

3. Erlaubten POST-Endpunkt und gültigen Kunden-Request statt product=Workshop bereitstellen.

4. Erfolgsstatus, Antwortfelder/ID-Verhalten und Bereinigung des erzeugten Datensatzes vereinbaren.","6","HTTP POST Sends JSON And Checks The 201 Response","","2026-09-14","passed","2026-09-14","01 Http Json Xml","API Examples","",""
"Prerequisites: Setup starts or reuses the local server, registers page locators and opens a fresh Chromium context per row. Run the same four rows sequentially or with four Pabot workers via demo_prepare.gui.run_demo.
Steps and expected result: Use the row values in the single flat technical template: fill login, select workshop, enter note, check terms, submit and assert participant, confirmation and saved note. The runner verifies four distinct users and login overlap of one sequentially and four in parallel.


Kundenvorbereitung (siehe robot/tests/parallel/README.md):

1. Browser/Pabot-Runtime und vier unabhängige Kundenkonten samt getrennten Daten bereitstellen.

2. Kunden-Login und Locators im flachen Template umsetzen; Demo-Server/Barriere durch geeignete Kunden-Messung ersetzen.

3. Die Zeile bob / API Testing / Bob's notebook durch ein eigenes Kundenkonto samt gültigen Formularwerten ersetzen.

4. Erwartete Bestätigung und Notiz je Konto festlegen; dieselbe Zeile in beiden Laufarten verwenden und eigene Kundendaten bereinigen.","1672","Browser Form And Text - Bob","UI Examples","2026-09-14","passed","2026-09-14","Bookings","Sequential","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Sign in as two participants in separate contexts and show that their cookies and state stay isolated.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Zwei unterschiedliche Kundenkonten und einen erwarteten Cookie-/Storage-Nachweis pro Konto bereitstellen.

4. Vor dem zweiten Login einen wirklich neuen Kontext öffnen; beide Konten benötigen getrennte Kundendaten.","2500","Two Contexts Keep Their Participants Cookies And Storage Separate","UI Examples","2026-09-14","passed","2026-09-14","05 Contexts And Network Edge Cases","UI components","",""
"Prerequisites: Use the approved runtime with Java and the WireMock JAR. The per-test setup starts isolated mock processes and loads the named mappings from robot/data/api/mocks; teardown closes HTTP sessions and listener cleanup stops mocks.
Steps and expected result: Preparation defines a supplier order that is pending on the first request and ready on the next. We read both responses in order and assert each business status. State changes come from the declared scenario; no arbitrary test sleep is needed.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. Modul api-mocks mit Java/WireMock bereitstellen und je Test einen eigenen Mock-Prozess vorsehen.

2. Matching- und Antwortdateien unter robot/data/api/mocks auf den Vertrag der Kundenabhängigkeit umstellen.

3. Kundenstatus und Übergangsbedingung als zwei zusammengehörige Mock-Mappings festlegen.

4. Startzustand je Test zurücksetzen und genau die erwartete Folge zweier Antworten definieren.","1445","Stateful Polling Changes Pending To Ready","","2026-09-14","passed","2026-09-14","03 Wiremock","API Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Each group represents one coherent part of the same business journey.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Dieselben Kunden-Ausgangsdaten und Erwartungen wie für den High-/Low-Fall bereitstellen.

4. Login, Formular, Absenden und Ergebnisprüfung als eigene Gruppen definieren und auf öffentliche technische Aktionen abbilden.","1710","Medium Level - Booking Is Composed From Reusable Action Groups","UI Examples","2026-09-14","passed","2026-09-14","01 Keyword Levels","UI components","",""
"Prerequisites: Use the approved runtime with Java and the WireMock JAR. The per-test setup starts isolated mock processes and loads the named mappings from robot/data/api/mocks; teardown closes HTTP sessions and listener cleanup stops mocks.
Steps and expected result: Preparation creates an outage mapping. We remove it and prove a new request no longer matches. Reset then clears the supplier journal, and an explicit zero-call assertion verifies that cleanup happened.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. Modul api-mocks mit Java/WireMock bereitstellen und je Test einen eigenen Mock-Prozess vorsehen.

2. Matching- und Antwortdateien unter robot/data/api/mocks auf den Vertrag der Kundenabhängigkeit umstellen.

3. Eine einzelne Kunden-Mapping-Regel anlegen und ihre zurückgelieferte ID im Test verfügbar machen.

4. Verhalten nach Remove und leeres Aufrufjournal nach Reset als zwei getrennte Erwartungen festlegen.","1649","Mappings Can Be Removed And Reset","","2026-09-14","passed","2026-09-14","03 Wiremock","API Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: Install the dialog handler first so the browser can accept the alert raised by the click.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Eine Kundenaktion mit echtem JavaScript-Alert auswählen; ein HTML-Modal braucht Locator-Aktionen.

4. Trigger-Locator und sichtbaren Zustand nach Annahme bestimmen; den Dialoghandler vor dem Klick registrieren.","323","Alert Is Accepted Before The Triggering Click","UI Examples","2026-09-14","passed","2026-09-14","04 Modern Browser Controls","UI components","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Follow the complete redirect chain and assert the final URL and page content.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Eine kontrollierte Redirect-Kette der Kunden-Testumgebung samt erlaubter Ziel-URL bereitstellen.

4. Tatsächliche Anzahl/Zielinhalt bestimmen; /redirect/3 und playground?redirected=3 sind spezielle Demo-Routen.","307","Three Redirects Finish On The Expected Local Page","UI Examples","2026-09-14","passed","2026-09-14","05 Contexts And Network Edge Cases","UI components","",""
"Prerequisites: Enable the xml module; inline XML and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Two equivalent XML elements with reordered attributes must compare equal.


Kundenvorbereitung (siehe robot/tests/xml/README.md):

1. XML-Modul, gültige Soll-/Ist-Dokumente und deren Namespaces/Kodierung bereitstellen.

2. Kunden-Tags/Pfade und erlaubte Filter festlegen; eigene Daten- und Diff-Ausgabepfade verwenden.

3. Zwei semantisch gleiche Kundenelemente mit identischen Attributwerten bereitstellen.

4. Nur die Attributreihenfolge ändern; zusätzliche Wert-/Namespace-Abweichungen gehören in einen separaten Fall.","1","Attribute Order Does Not Affect Equality","Module Examples","2026-09-14","passed","2026-09-14","Xml Comparison","Xml","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: INSERT id=2 and SELECT within the same uncommitted transaction using no_transaction=True on both calls. Require two visible rows, execute ROLLBACK and require the original single row. A normal Query would commit, so the flag on the intermediate read matters.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Transaktionsfähiges Testobjekt, bekannten Ausgangsbestand und eine freie INSERT-ID bereitstellen.

4. INSERT und Zwischen-SELECT auf derselben Verbindung ohne automatischen Commit ausführen; erst danach explizit ROLLBACK.","11","SQL ROLLBACK Reverts An Uncommitted INSERT","","2026-09-14","passed","2026-09-14","Mysql","Database Examples","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Shared text and area masks intentionally exclude dynamic content before pixel comparison.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Kundenspezifische Text-/Flächenmasken im korrekten Seitenbezug erstellen.

4. Dokumente mit ausschließlich erlaubten dynamischen Abweichungen wählen und unverdeckte relevante Bereiche erhalten.","18","Configured Masks Ignore Dynamic Text And Graphics","","2026-09-14","passed","2026-09-14","Visual Comparison","PDF Examples","",""
"Prerequisites: Enable the json module; inline JSON and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Use configured filters and transformations; compare the input file before and after to prove it is not rewritten.


Kundenvorbereitung (siehe robot/tests/json/README.md):

1. JSON-Modul und unabhängig festgelegte Soll-/Ist-Daten des Kunden bereitstellen; Datenpfade/Inline-Werte anpassen.

2. Feldnamen, Datentypen und erlaubte Filter mit der fachlichen Erwartung abgleichen; eigenen Diff-Ausgabepfad wählen.

3. Kundenregeln für Normalisierung/Filter in einer eigenen JSON-Konfiguration festlegen.

4. Zwei danach gleichwertige Dateien wählen und die Soll-Datei vor/nach dem Vergleich unverändert nachweisen.","6","Configured Files Match Without Changing Test Data","Module Examples","2026-09-14","passed","2026-09-14","Configured Comparison And Edits","Json","",""
"Prerequisites: Use the approved runtime with Java and the WireMock JAR. The per-test setup starts isolated mock processes and loads the named mappings from robot/data/api/mocks; teardown closes HTTP sessions and listener cleanup stops mocks.
Steps and expected result: Preparation starts an isolated mock supplier with an agreed order response. We send the required method, query, header and JSON body, compare the created order, and verify exactly one matching call with no unexpected requests.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. Modul api-mocks mit Java/WireMock bereitstellen und je Test einen eigenen Mock-Prozess vorsehen.

2. Matching- und Antwortdateien unter robot/data/api/mocks auf den Vertrag der Kundenabhängigkeit umstellen.

3. Kunden-Methode, Query, Header und JSON-Body für eine eindeutige Matching-Regel festlegen.

4. Sollantwort und erwartete Aufrufanzahl vereinbaren; POST /orders, channel=demo und X-Demo ersetzen.","1772","JSON Request Matching And Call Verification","","2026-09-14","passed","2026-09-14","03 Wiremock","API Examples","",""
"Prerequisites: Use the approved runtime with Java and the WireMock JAR. The per-test setup starts isolated mock processes and loads the named mappings from robot/data/api/mocks; teardown closes HTTP sessions and listener cleanup stops mocks.
Steps and expected result: Preparation configures a temporarily unavailable supplier and a deliberately slow endpoint. We check the HTTP 503 error message and then expect a bounded client timeout. PASS confirms both failure paths were detected, not that the supplier was healthy.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. Modul api-mocks mit Java/WireMock bereitstellen und je Test einen eigenen Mock-Prozess vorsehen.

2. Matching- und Antwortdateien unter robot/data/api/mocks auf den Vertrag der Kundenabhängigkeit umstellen.

3. Kontrollierten Fehler-Endpunkt und langsamen Mock-Endpunkt mit definiertem Delay bereitstellen.

4. Kunden-Fehlerbody/Status und ein Client-Timeout unterhalb des Mock-Delays festlegen.","1546","Service Failure And Timeout Are Testable","","2026-09-14","passed","2026-09-14","03 Wiremock","API Examples","",""
